* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
2526, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 80, 4, 4
2527, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
2528, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
2529, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:creeper, 80, 4, 4
2530, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 80, 4, 4
2531, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:enderman, 5, 1, 4
2532, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 5, 1, 1
2533, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 10, 1, 1
2534, swamp, minecraft:mangrove_swamp, MONSTER, embers:ancient_golem, 15, 1, 1
2535, swamp, minecraft:mangrove_swamp, MONSTER, rats:pied_piper, 25, 1, 1
2536, swamp, minecraft:mangrove_swamp, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2537, swamp, minecraft:mangrove_swamp, MONSTER, alexsmobs:farseer, 30, 1, 1
2538, swamp, minecraft:mangrove_swamp, MONSTER, alexsmobs:murmur, 10, 1, 1
2539, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2540, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2541, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2542, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2543, swamp, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 10, 2, 5
2544, swamp, minecraft:mangrove_swamp, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2545, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:crocodile, 20, 1, 2
2546, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
2547, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:anaconda, 12, 1, 1
2548, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:mudskipper, 28, 2, 4
2549, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:caiman, 29, 2, 4
2550, swamp, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
2551, swamp, minecraft:mangrove_swamp, AMBIENT, alexsmobs:fly, 10, 2, 3
2552, swamp, minecraft:mangrove_swamp, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2553, swamp, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2554, swamp, minecraft:mangrove_swamp, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
2555, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2556, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2557, swamp, minecraft:mangrove_swamp, RATS_RATS, rats:rat, 80, 1, 3
2558, none, ad_astra:martian_canyon_creek, MONSTER, ad_astra:martian_raptor, 80, 1, 3
2559, none, ad_astra:martian_canyon_creek, MONSTER, alexsmobs:farseer, 30, 1, 1
2560, none, ad_astra:martian_polar_caps, MONSTER, alexsmobs:farseer, 30, 1, 1
2561, none, ad_astra:martian_wastelands, MONSTER, ad_astra:martian_raptor, 80, 1, 3
2562, none, ad_astra:martian_wastelands, MONSTER, alexsmobs:farseer, 30, 1, 1
2563, plains, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
2564, plains, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
2565, plains, minecraft:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
2566, plains, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
2567, plains, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
2568, plains, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
2569, plains, minecraft:meadow, MONSTER, minecraft:enderman, 5, 1, 4
2570, plains, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
2571, plains, minecraft:meadow, MONSTER, embers:ancient_golem, 15, 1, 1
2572, plains, minecraft:meadow, MONSTER, rats:pied_piper, 25, 1, 1
2573, plains, minecraft:meadow, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2574, plains, minecraft:meadow, MONSTER, alexsmobs:farseer, 30, 1, 1
2575, plains, minecraft:meadow, MONSTER, alexsmobs:murmur, 10, 1, 1
2576, plains, minecraft:meadow, MONSTER, iceandfire:troll, 40, 1, 3
2577, plains, minecraft:meadow, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2578, plains, minecraft:meadow, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2579, plains, minecraft:meadow, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2580, plains, minecraft:meadow, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2581, plains, minecraft:meadow, CREATURE, minecraft:donkey, 10, 1, 2
2582, plains, minecraft:meadow, CREATURE, minecraft:rabbit, 10, 1, 3
2583, plains, minecraft:meadow, CREATURE, minecraft:sheep, 10, 1, 2
2584, plains, minecraft:meadow, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2585, plains, minecraft:meadow, CREATURE, alexsmobs:hummingbird, 19, 7, 7
2586, plains, minecraft:meadow, CREATURE, alexsmobs:sunbird, 10, 1, 1
2587, plains, minecraft:meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
2588, plains, minecraft:meadow, CREATURE, alexsmobs:crow, 10, 3, 5
2589, plains, minecraft:meadow, CREATURE, alexsmobs:gelada_monkey, 10, 9, 16
2590, plains, minecraft:meadow, CREATURE, alexsmobs:bison, 10, 6, 10
2591, plains, minecraft:meadow, CREATURE, quark:shiba, 40, 1, 3
2592, plains, minecraft:meadow, CREATURE, iceandfire:hippogryph, 10, 1, 1
2593, plains, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
2594, plains, minecraft:meadow, AMBIENT, alexsmobs:fly, 10, 2, 3
2595, plains, minecraft:meadow, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2596, plains, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2597, plains, minecraft:meadow, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2598, plains, minecraft:meadow, RATS_RATS, rats:rat, 80, 1, 3
2599, none, ad_astra:mercury_deltas, MONSTER, minecraft:magma_cube, 80, 1, 3
2600, none, ad_astra:mercury_deltas, MONSTER, alexsmobs:farseer, 30, 1, 1
2601, forest, terralith:mirage_isles, MONSTER, iceandfire:troll, 40, 1, 3
2602, forest, terralith:mirage_isles, CREATURE, minecraft:sheep, 12, 2, 2
2603, forest, terralith:mirage_isles, CREATURE, minecraft:pig, 10, 2, 2
2604, forest, terralith:mirage_isles, CREATURE, minecraft:chicken, 10, 2, 2
2605, forest, terralith:mirage_isles, CREATURE, minecraft:cow, 10, 2, 2
2606, forest, terralith:mirage_isles, CREATURE, hexerei:crow, 20, 2, 5
2607, forest, terralith:mirage_isles, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2608, forest, terralith:mirage_isles, CREATURE, crittersandcompanions:ferret, 10, 2, 3
2609, forest, terralith:mirage_isles, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
2610, forest, terralith:mirage_isles, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2611, forest, terralith:mirage_isles, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2612, forest, terralith:mirage_isles, CREATURE, alexsmobs:raccoon, 10, 2, 4
2613, forest, terralith:mirage_isles, CREATURE, alexsmobs:crow, 10, 3, 5
2614, forest, terralith:mirage_isles, CREATURE, alexsmobs:mungus, 10, 3, 5
2615, forest, terralith:mirage_isles, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2616, forest, terralith:mirage_isles, CREATURE, alexsmobs:bunfungus, 10, 1, 1
2617, forest, terralith:mirage_isles, CREATURE, alexsmobs:skunk, 10, 1, 2
2618, forest, terralith:mirage_isles, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2619, forest, terralith:mirage_isles, CREATURE, iceandfire:hippogryph, 10, 1, 1
2620, forest, terralith:mirage_isles, AMBIENT, minecraft:bat, 10, 8, 8
2621, forest, terralith:mirage_isles, AMBIENT, alexsmobs:fly, 10, 2, 3
2622, forest, terralith:mirage_isles, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2623, forest, terralith:mirage_isles, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2624, forest, terralith:moonlight_grove, MONSTER, minecraft:spider, 80, 4, 4
2625, forest, terralith:moonlight_grove, MONSTER, minecraft:zombie, 80, 4, 4
2626, forest, terralith:moonlight_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
2627, forest, terralith:moonlight_grove, MONSTER, minecraft:skeleton, 80, 4, 4
2628, forest, terralith:moonlight_grove, MONSTER, minecraft:creeper, 80, 4, 4
2629, forest, terralith:moonlight_grove, MONSTER, minecraft:slime, 80, 4, 4
2630, forest, terralith:moonlight_grove, MONSTER, minecraft:enderman, 5, 1, 4
2631, forest, terralith:moonlight_grove, MONSTER, minecraft:witch, 5, 1, 1
2632, forest, terralith:moonlight_grove, MONSTER, embers:ancient_golem, 15, 1, 1
2633, forest, terralith:moonlight_grove, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2634, forest, terralith:moonlight_grove, MONSTER, alexsmobs:farseer, 30, 1, 1
2635, forest, terralith:moonlight_grove, MONSTER, alexsmobs:murmur, 10, 1, 1
2636, forest, terralith:moonlight_grove, MONSTER, iceandfire:troll, 40, 1, 3
2637, forest, terralith:moonlight_grove, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2638, forest, terralith:moonlight_grove, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2639, forest, terralith:moonlight_grove, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2640, forest, terralith:moonlight_grove, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2641, forest, terralith:moonlight_grove, CREATURE, minecraft:sheep, 12, 4, 4
2642, forest, terralith:moonlight_grove, CREATURE, minecraft:pig, 10, 4, 4
2643, forest, terralith:moonlight_grove, CREATURE, minecraft:chicken, 10, 4, 4
2644, forest, terralith:moonlight_grove, CREATURE, minecraft:cow, 10, 4, 4
2645, forest, terralith:moonlight_grove, CREATURE, minecraft:rabbit, 10, 2, 3
2646, forest, terralith:moonlight_grove, CREATURE, hexerei:crow, 20, 2, 5
2647, forest, terralith:moonlight_grove, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2648, forest, terralith:moonlight_grove, CREATURE, crittersandcompanions:ferret, 10, 2, 3
2649, forest, terralith:moonlight_grove, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
2650, forest, terralith:moonlight_grove, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2651, forest, terralith:moonlight_grove, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2652, forest, terralith:moonlight_grove, CREATURE, alexsmobs:hummingbird, 19, 7, 7
2653, forest, terralith:moonlight_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
2654, forest, terralith:moonlight_grove, CREATURE, alexsmobs:crow, 10, 3, 5
2655, forest, terralith:moonlight_grove, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2656, forest, terralith:moonlight_grove, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
2657, forest, terralith:moonlight_grove, CREATURE, alexsmobs:skunk, 10, 1, 2
2658, forest, terralith:moonlight_grove, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2659, forest, terralith:moonlight_grove, AMBIENT, minecraft:bat, 10, 8, 8
2660, forest, terralith:moonlight_grove, AMBIENT, alexsmobs:fly, 10, 2, 3
2661, forest, terralith:moonlight_grove, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2662, forest, terralith:moonlight_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2663, forest, terralith:moonlight_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2664, forest, terralith:moonlight_valley, MONSTER, minecraft:spider, 80, 4, 4
2665, forest, terralith:moonlight_valley, MONSTER, minecraft:zombie, 80, 4, 4
2666, forest, terralith:moonlight_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
2667, forest, terralith:moonlight_valley, MONSTER, minecraft:skeleton, 80, 4, 4
2668, forest, terralith:moonlight_valley, MONSTER, minecraft:creeper, 80, 4, 4
2669, forest, terralith:moonlight_valley, MONSTER, minecraft:slime, 80, 4, 4
2670, forest, terralith:moonlight_valley, MONSTER, minecraft:enderman, 5, 1, 4
2671, forest, terralith:moonlight_valley, MONSTER, minecraft:witch, 5, 1, 1
2672, forest, terralith:moonlight_valley, MONSTER, embers:ancient_golem, 15, 1, 1
2673, forest, terralith:moonlight_valley, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2674, forest, terralith:moonlight_valley, MONSTER, alexsmobs:farseer, 30, 1, 1
2675, forest, terralith:moonlight_valley, MONSTER, alexsmobs:murmur, 10, 1, 1
2676, forest, terralith:moonlight_valley, MONSTER, iceandfire:troll, 40, 1, 3
2677, forest, terralith:moonlight_valley, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2678, forest, terralith:moonlight_valley, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2679, forest, terralith:moonlight_valley, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2680, forest, terralith:moonlight_valley, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2681, forest, terralith:moonlight_valley, CREATURE, minecraft:sheep, 12, 4, 4
2682, forest, terralith:moonlight_valley, CREATURE, minecraft:pig, 10, 4, 4
2683, forest, terralith:moonlight_valley, CREATURE, minecraft:chicken, 10, 4, 4
2684, forest, terralith:moonlight_valley, CREATURE, minecraft:cow, 10, 4, 4
2685, forest, terralith:moonlight_valley, CREATURE, minecraft:rabbit, 10, 2, 3
2686, forest, terralith:moonlight_valley, CREATURE, hexerei:crow, 20, 2, 5
2687, forest, terralith:moonlight_valley, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2688, forest, terralith:moonlight_valley, CREATURE, crittersandcompanions:ferret, 10, 2, 3
2689, forest, terralith:moonlight_valley, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
2690, forest, terralith:moonlight_valley, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2691, forest, terralith:moonlight_valley, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2692, forest, terralith:moonlight_valley, CREATURE, alexsmobs:hummingbird, 19, 7, 7
2693, forest, terralith:moonlight_valley, CREATURE, alexsmobs:raccoon, 10, 2, 4
2694, forest, terralith:moonlight_valley, CREATURE, alexsmobs:crow, 10, 3, 5
2695, forest, terralith:moonlight_valley, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2696, forest, terralith:moonlight_valley, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
2697, forest, terralith:moonlight_valley, CREATURE, alexsmobs:skunk, 10, 1, 2
2698, forest, terralith:moonlight_valley, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2699, forest, terralith:moonlight_valley, CREATURE, iceandfire:hippogryph, 10, 1, 1
2700, forest, terralith:moonlight_valley, AMBIENT, minecraft:bat, 10, 8, 8
2701, forest, terralith:moonlight_valley, AMBIENT, alexsmobs:fly, 10, 2, 3
2702, forest, terralith:moonlight_valley, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2703, forest, terralith:moonlight_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2704, forest, terralith:moonlight_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2705, none, terralith:mountain_steppe, MONSTER, minecraft:spider, 80, 4, 4
2706, none, terralith:mountain_steppe, MONSTER, minecraft:zombie, 80, 4, 4
2707, none, terralith:mountain_steppe, MONSTER, minecraft:zombie_villager, 10, 1, 1
2708, none, terralith:mountain_steppe, MONSTER, minecraft:skeleton, 80, 4, 4
2709, none, terralith:mountain_steppe, MONSTER, minecraft:creeper, 80, 4, 4
2710, none, terralith:mountain_steppe, MONSTER, minecraft:slime, 80, 4, 4
2711, none, terralith:mountain_steppe, MONSTER, minecraft:enderman, 5, 1, 4
2712, none, terralith:mountain_steppe, MONSTER, minecraft:witch, 5, 1, 1
2713, none, terralith:mountain_steppe, MONSTER, embers:ancient_golem, 15, 1, 1
2714, none, terralith:mountain_steppe, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2715, none, terralith:mountain_steppe, MONSTER, alexsmobs:farseer, 30, 1, 1
2716, none, terralith:mountain_steppe, MONSTER, alexsmobs:murmur, 10, 1, 1
2717, none, terralith:mountain_steppe, MONSTER, iceandfire:troll, 40, 1, 3
2718, none, terralith:mountain_steppe, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2719, none, terralith:mountain_steppe, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2720, none, terralith:mountain_steppe, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2721, none, terralith:mountain_steppe, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2722, none, terralith:mountain_steppe, CREATURE, minecraft:sheep, 12, 4, 4
2723, none, terralith:mountain_steppe, CREATURE, minecraft:pig, 10, 4, 4
2724, none, terralith:mountain_steppe, CREATURE, minecraft:chicken, 10, 4, 4
2725, none, terralith:mountain_steppe, CREATURE, minecraft:cow, 10, 4, 4
2726, none, terralith:mountain_steppe, CREATURE, minecraft:horse, 10, 1, 3
2727, none, terralith:mountain_steppe, CREATURE, minecraft:donkey, 10, 1, 3
2728, none, terralith:mountain_steppe, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2729, none, terralith:mountain_steppe, CREATURE, iceandfire:hippogryph, 10, 1, 1
2730, none, terralith:mountain_steppe, AMBIENT, minecraft:bat, 10, 8, 8
2731, none, terralith:mountain_steppe, AMBIENT, alexsmobs:fly, 10, 2, 3
2732, none, terralith:mountain_steppe, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2733, none, terralith:mountain_steppe, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2734, none, terralith:mountain_steppe, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2735, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 2, 4
2736, none, minecraft:mushroom_fields, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2737, none, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
2738, none, minecraft:mushroom_fields, CREATURE, alexsmobs:bunfungus, 10, 1, 1
2739, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
2740, none, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
2741, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2742, none, minecraft:mushroom_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2743, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
2744, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
2745, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
2746, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
2747, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
2748, nether, minecraft:nether_wastes, MONSTER, rats:demon_rat, 15, 1, 1
2749, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
2750, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
2751, nether, minecraft:nether_wastes, MONSTER, alexsmobs:farseer, 30, 1, 1
2752, nether, minecraft:nether_wastes, MONSTER, quark:foxhound, 30, 1, 2
2753, nether, minecraft:nether_wastes, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2754, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
2755, nether, minecraft:nether_wastes, CREATURE, alexsmobs:laviathan, 15, 1, 1
2756, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
2757, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
2758, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2759, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2760, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
2761, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
2762, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
2763, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
2764, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
2765, ocean, minecraft:ocean, MONSTER, embers:ancient_golem, 15, 1, 1
2766, ocean, minecraft:ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
2767, ocean, minecraft:ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2768, ocean, minecraft:ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2769, ocean, minecraft:ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2770, ocean, minecraft:ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2771, ocean, minecraft:ocean, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2772, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
2773, ocean, minecraft:ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
2774, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2775, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2776, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2777, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2778, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 2
2779, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
2780, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2781, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:flying_fish, 10, 3, 6
2782, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
2783, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
2784, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2785, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2786, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
2787, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
2788, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
2789, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
2790, forest, minecraft:old_growth_birch_forest, MONSTER, embers:ancient_golem, 15, 1, 1
2791, forest, minecraft:old_growth_birch_forest, MONSTER, rats:pied_piper, 25, 1, 1
2792, forest, minecraft:old_growth_birch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2793, forest, minecraft:old_growth_birch_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
2794, forest, minecraft:old_growth_birch_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
2795, forest, minecraft:old_growth_birch_forest, MONSTER, iceandfire:troll, 40, 1, 3
2796, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2797, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2798, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2799, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2800, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 2, 2
2801, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 2, 2
2802, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 2, 2
2803, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 10, 2, 2
2804, forest, minecraft:old_growth_birch_forest, CREATURE, hexerei:crow, 20, 2, 5
2805, forest, minecraft:old_growth_birch_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
2806, forest, minecraft:old_growth_birch_forest, CREATURE, crittersandcompanions:ferret, 10, 2, 3
2807, forest, minecraft:old_growth_birch_forest, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
2808, forest, minecraft:old_growth_birch_forest, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2809, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
2810, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2811, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
2812, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2813, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:sugar_glider, 15, 2, 4
2814, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
2815, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
2816, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
2817, forest, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
2818, forest, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2819, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2820, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2821, forest, minecraft:old_growth_birch_forest, RATS_RATS, rats:rat, 80, 1, 3
2822, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
2823, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
2824, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
2825, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
2826, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
2827, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
2828, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
